aah	ah
flirt	flirt
flirtation	flirtásion
flit	flit
flitter	fliter
float	floʷt
floater	floʷter
flock	flok
floe	floʷ
flog	flog
flogging	flogiŋ
flood	flud
floodgate	fludgaʸt
floodlight	fludliʸt
floodplain	fludplaʸn
floodwater	fludʷåter
floor	floʷr
floorboard	floʷrboʷrd
floorcover	floʷrkuver
floorcovering	floʷrkuveriŋ
flop	flop
floppy	flopé
flora	flóra
floral	flóral
florentine	flórentén
floridian	floridian
florist	florist
flotation	flótásion
flotilla	flótila
flounce	flqʷns
flounder	flq́nder
flour	flqʷr
flourish	flurix
flout	flqʷt
flow	floʷ
flowchart	floʷcart
flower	flqʷr
flowerbed	flqʷrbed
flowerhead	flqʷrhed
flowerpot	flqʷrpot
fluctuate	fluktúát
fluctuation	fluktúásion
flue	fluʷ
fluff	fluf
fluid	flúid
fluke	fluʷk
flunk	fluŋk
flurry	fluré
flush	flux
fluster	fluster
flute	fluʷt
flutter	fluter
flux	fluks
fly	fliʸ
flycatcher	fliʸkacer
flyer	fliʸer
flyover	fliʸóver
foal	foʷl
foam	foʷm
fob	fob
focus	fókus
foe	foʷ
foetus	fétus
fog	fog
foggy	fogé
foible	foʸbel
foil	foʸl
foist	foʸst
fold	foʷld
folder	foʷlder
folio	fólió
folk	foʷk
folklinguistic	foʷkliŋgwistik
follicle	folikel
follow	foló
follower	folóer
following	folóiŋ
folly	folé
foment	fóment
fond	fond
fondle	fondel
font	font
food	fq̇d
foodstuff	fq̇dstuf
fool	fq̇l
foot	fqt
football	fqtbål
footballer	fqtbåler
footer	fqter
footfall	fqtfål
foothill	fqthil
foothold	fqthoʷld
footing	fqtiŋ
footlight	fqtliʸt
footman	fqtman
footmark	fqtmark
footnote	fqtnoʷt
footpad	fqtpad
footpath	fqtpaþ
footprint	fqtprint
footstep	fqtstep
footstrap	fqtstrap
footswitch	fqtsʷic
footway	fqtwaʸ
fop	fop
for	for
forage	foraj
forager	forajer
foray	foraʸ
forbear	forbaʸr
forbid	forbid
force	foʷrs
forcep	forsep
ford	ford
forearm	foʷrarm
forebear	foʷrbaʸr
foreboding	foʷrboʷdiŋ
forecast	foʷrkast
forecaster	foʷrkaster
foreclose	forklóz
forecourt	foʷrkoʷrt
forefather	foʷrfaðer
forego	foʷrgoʷ
foreground	foʷrgrqʷnd
forehead	foʷrhed
foreigner	foraner
foreleg	foʷrleg
forelimb	foʷrlim
foreman	foʷrman
forename	foʷrnaʸm
forensic	forenzik
forepaw	foʷrpå
forerunner	foʷrruner
foresee	foʷrseʸ
foreshadow	foʷrxadó
foreshorten	foʷrxorten
foreskin	foʷrskin
forest	forest
forestall	foʷrstål
forester	forester
forewarn	foʷrworn
forfeit	forfet
forfeiture	forfetúr
forge	fórj
forger	fórjer
forgery	fórjeré
forget	forget
forging	fórjiŋ
forgive	forgiv
forgo	forgó
forint	forint
fork	fork
form	form
formalise	formalíz
formalism	formalizem
formalist	formalist
formality	formalité
formalize	formalíz
forman	forman
format	format
formation	formásion
former	former
formula	formúla
formulary	formúlaré
formulate	formúlát
formulation	formúlásion
forsake	forsaʸk
fort	fort
forte	fortaʸ
fortification	fortifikásion
fortify	fortifí
fortress	fortres
fortune	fortún
forum	forum
forward	forword
forwarder	forworder
fossil	fosil
fossilise	fosilíz
fossilize	fosilíz
foster	foster
foul	fqʷl
found	fqʷnd
foundation	fq́ndásion
founder	fqʷnder
foundry	fq́ndré
fountain	fq́ntan
foursome	foʷrsum
fourth	foʷrþ
fowl	fqʷl
fox	foks
foxglove	foksgluv
foyer	foʸer
fractal	fraktal
fraction	fraksion
fracture	fraktúr
fragment	fragment
fragrance	frágrans
frail	fraʸl
frailty	fraʸlté
frame	fraʸm
framer	fraʸmer
framework	fraʸmwurk
franc	fraŋk
franchise	francíz
franchisee	francízé
franciscan	fransiskan
frank	fraŋk
fraternity	fraternité
fraternize	fraterníz
fraud	fråd
fraudster	frådster
fray	fraʸ
frazzle	frazel
freak	freʸk
freckle	frekel
free	freʸk
freebie	freʸbé
freedman	freʸdman
freedom	freʸdom
freehold	freʸhoʷld
freeholder	freʸhoʷlder
freelance	freʸlans
freelancer	freʸlanser
freeman	freʸman
freemason	freʸmáson
freeport	freʸpoʷrt
freesia	frézia
freestand	freʸstand
freeway	freʸwaʸ
freewheel	freʸhweʸl
freeze	freʸz
freezer	freʸzer
freight	fraʸt
freighter	fraʸter
frenchman	frencman
frenzy	frenzé
frequency	frékwensé
frequent	frékwent
fresco	freskó
fresh	frex
freshen	frexen
fresher	frexer
freshman	frexman
fret	fret
freudian	froʸdian
friar	fríar
fricative	frikativ
friction	friksion
friday	frídaʸ
fridge	frij
friend	frend
friendly	frendlé
friendship	frendxip
friesian	frézian
frieze	freʸz
frigate	frigat
frighten	friʸten
frightener	friʸtener
frill	fril
fringe	frinj
frisk	frisk
fritter	friter
frock	frok
frog	frog
frogman	frogman
frogmarch	frogmarc
frolic	frolik
frolick	frolik
frond	frond
front	frunt
frontage	fruntaj
frontier	fruntér
frontiersman	fruntérzman
frost	frost
froth	froþ
frown	frqʷn
frugivore	frújivór
fruit	fruʷt
frustrate	frustrát
frustration	frustrásion
fry	friʸ
fryer	friʸer
fuchsia	fúsia
fuck	fuk
fucker	fuker
fudge	fuj
fuel	fuʷl
fugitive	fújitiv
fugue	fuʷg
fulfill	fqlfil
full	fql
fullback	fqlbak
fulminate	fulminát
fumble	fumbel
fumbling	fumbeliŋ
fume	fuʷm
fumigate	fúmigát
function	fuŋksion
functionalist	fuŋksionalist
functionary	fuŋksionaré
fund	fund
fundamental	fundamental
fundamentalist	fundamentalist
funder	funder
fundhold	fundhoʷld
fundholder	fundhoʷlder
fundraiser	fundraʸzer
funeral	fúneral
fungicide	funjisíd
fungus	fuŋgus
funk	fuŋk
funnel	funel
funny	funé
fur	fur
furl	furl
furlong	furloŋ
furnace	furnas
furnish	furnix
furnisher	furnixer
furnishing	furnixiŋ
furrow	furó
further	furðer
fury	fúré
fuse	fuʷz
fusion	fúzion
fuss	fus
future	fútúr
futurist	fútúrist
futurologist	fútúrolojist
gabble	gabel
gable	gábel
gadget	gajet
gael	gaʸl
gaff	gaf
gaffe	gaf
gag	gag
gain	gaʸn
gainer	gaʸner
gainsay	gaʸnsaʸ
gaiter	gáter
gal	gal
gala	gala
galapagos	galapagós
galaxy	galaksé
gale	gaʸl
gall	gål
gallant	galant
galleon	galéon
gallery	galeré
galley	galé
gallivant	galivant
gallon	galon
gallop	galop
gallstone	gålstoʷn
galosh	galox
galvanise	galvaníz
galvanize	galvaníz
gambit	gambit
gamble	gambel
gambler	gambeler
gambol	gambel
game	gaʸm
gamekeeper	gaʸmkeʸper
gamete	gamét
gang	gaŋ
ganglion	gaŋglion
gangster	gaŋster
gangway	gaŋwaʸ
gantry	gantré
gaol	jaʸl
gaoler	jaʸler
gap	gap
gape	gaʸp
garage	garaj
garb	garb
garden	garden
gardener	gardener
gargle	gargel
gargoyle	gargoʸl
garland	garland
garment	garment
garner	garner
garnet	garnet
garnish	garnix
garrison	garison
garter	garter
gas	gas
gascon	gaskon
gash	gax
gasket	gasket
gasp	gasp
gass	gas
gastroenterologist	gastróenterolojist
gastropod	gastrópod
gate	gaʸt
gatecrash	gaʸtkrax
gatekeeper	gaʸtkeʸper
gatepost	gaʸtpoʷst
gateway	gaʸtwaʸ
gather	gaðer
gatherer	gaðerer
gathering	gaðeriŋ
gauge	gaʸj
gaullist	gålist
gauntlet	gåntlet
gawk	gåk
gawp	gåp
gay	gaʸ
gaze	gaʸz
gazelle	gazel
gazette	gazet
gear	geʸr
gearbox	geʸrboks
gecko	geko
geezer	gézer
gel	jel
gell	jel
gem	jem
gemm	jem
gemstone	jemstoʷn
gen	jen
gendarme	zjandarm
gender	jender
gene	jeʸn
genealogy	jénéalojé
general	jeneral
generalisation	jeneralizásion
generalise	jeneralíz
generalist	jeneralist
generality	jeneralité
generalization	jeneralizásion
generalize	jeneralíz
generate	jenerát
generation	jenerásion
generator	jenerátor
geneticist	jenetisist
genital	jenital
genius	jénius
genome	jénóm
genotype	jenotíp
genre	zjanra
gent	jent
gentian	jensian
gentile	jentíl
gentle	jentel
gentleman	jentelman
genuflection	jenúfleksion
genus	jénus
geodesic	jéodézik
geographer	jéografer
geography	jéografé
geologist	jéolojist
geometry	jéometré
geomorphologist	jéómorfolojist
geophysic	jéofizik
geophysicist	jéofizisist
geordy	jordé
georgian	jorjian
geranium	jeránium
gerbil	jerbil
geriatric	jeriatrik
geriatrician	jeriatrisian
germ	jerm
german	jerman
germinate	jerminát
gerontologist	jerontolojist
gesticulate	jestikúlát
gesture	jestúr
get	get
geyser	gízer
ghanaian	ganáan
gherkin	gerkin
ghetto	getó
ghettoe	getó
ghost	goʷst
ghoul	gq̇l
giant	jíant
gibbon	gibon
gibe	jiʸb
giblet	jiblet
gift	gift
gig	gig
gigabyte	gigabít
giggle	gigel
gild	gild
gill	gil
gilly	gilé
gilt	gilt
gimmick	gimik
gin	jin
ginger	jinjer
gipsy	jipsé
giraffe	jiraf
gird	gird
girder	girder
girdle	girdel
girl	girl
girlfriend	girlfrend
girly	girlé
girth	girþ
git	git
give	giv
giveaway	givawaʸ
given	given
giver	giver
glaciate	glásiát
glaciation	glásiásion
glacier	glásier
gladden	gladen
glade	glaʸd
gladiator	gladiátor
glamorize	glamoríz
glance	glans
gland	gland
glander	glander
glare	glaʸr
glass	glas
glasshouse	glashqʷs
glaswegian	glazʷéjian
glaze	glaʸz
glazier	glázier
gleam	gleʸm
glean	gleʸn
gleaning	gleʸniŋ
glen	glen
glide	gliʸd
glider	gliʸder
glimmer	glimer
glimmering	glimeriŋ
glimpse	glims
glint	glint
glisten	glisen
glitch	glic
glitter	gliter
gloat	gloʷt
globe	gloʷb
globular	globúlar
globule	globúl
gloom	glq̇m
gloomy	glq̇mé
glorify	glórifí
glory	glóré
gloss	glos
glossary	glosaré
glossy	glosé
gloster	gloster
glove	gluv
glow	gloʷ
glower	glqʷr
glue	gluʷ
gluon	glúon
glutton	gluton
glycoprotein	glíkoprótén
gnash	nax
gnat	nat
gnaw	nå
gneiss	niʸs
gnome	noʷm
go	goʷ
goad	goʷd
goal	goʷl
goalkeeper	goʷlkeʸper
goalpost	goʷlpoʷst
goalscorer	goʷlskoʷrer
goat	goʷt
gob	gob
gobble	gobel
goblet	goblet
goblin	goblin
gobsmack	gobsmak
god	god
goddess	godes
godfather	godfaðer
godmother	godmuðer
godparent	godpárent
goer	goʷer
gofer	gófer
goggle	gogel
going	goʷiŋ
gold	goʷld
goldsmith	goʷldsmiþ
golf	golf
golfer	golfer
gonad	gónad
gondola	gondola
gondolier	gondolér
gong	goŋ
good	gqd
goodbye	gqdbí
goody	gqdé
goof	gq̇f
goon	gq̇n
goose	gq̇s
gooseberry	gq̇sberé
goosepimple	gq̇spimpel
gore	goʷr
gorge	gorj
gorilla	gorila
gosling	gosliŋ
gospel	gospel
gossip	gosip
goth	goþ
gouach	gwax
gouge	gqʷj
gouger	gqʷjer
gourd	gq̇rd
gourmet	gq̇rmaʸ
gout	gqʷt
govern	guvern
governess	guvernes
government	guvernment
governor	guvernor
governorship	guvernorxip
gown	gqʷn
grab	grab
grace	graʸs
gradation	grádásion
grade	graʸd
gradient	grádient
grading	graʸdiŋ
graduate	gradúát
graft	graft
grain	graʸn
grainstone	graʸnstoʷn
gram	gram
grammar	gramar
grammarian	gramarian
gramme	gram
gramophone	gramofón
gramp	gramp
granary	graʸnaré
grand	grand
grandad	grandad
granddaughter	grandåter
grandfather	grandfaðer
grandmaster	grandmaster
grandmother	grandmuðer
grandparent	grandpárent
grandson	grandsun
grandstand	grandstand
granite	granit
granny	grané
grant	grant
granter	granter
grantor	grantor
granulate	granúlát
granule	granúl
granulocyte	granúlosít
grape	graʸp
graph	graf
grapple	grapel
grasp	grasp
grass	gras
grasshopper	grashoper
grassland	grasland
grassroots	grasrq̇ts
grate	graʸt
gratification	gratifikásion
gratify	gratifí
grating	graʸtiŋ
gratuity	gratúité
grave	graʸv
gravedigger	graʸvdiger
gravel	gravel
gravestone	graʸvstoʷn
graveyard	graʸvyard
gravitas	gravitas
gravitate	gravitát
gray	graʸ
graze	graʸz
grazer	graʸzer
grazing	graʸziŋ
grease	greʸs
great	graʸt
greave	greʸv
greek	greʸk
green	greʸn
greenbelt	greʸnbelt
greengrocer	greʸngróser
greenhouse	greʸnhqʷs
greet	greʸt
greeting	greʸtiŋ
gremlin	gremlin
grenade	grenád
grey	graʸ
greyhound	graʸhqʷnd
greystone	graʸstoʷn
grid	grid
grief	greʸf
grievance	grévans
grieve	greʸv
griffin	grifin
grill	gril
grille	gril
grim	grim
grimace	grimas
grimoire	grimwar
grin	grin
grind	griʸnd
grinder	griʸnder
gringo	griŋgó
grip	grip
gripe	griʸp
grit	grit
grizzle	grizel
grizzly	grizelé
groan	groʷn
groat	groʷt
grocer	gróser
grocery	gróseré
groin	groʸn
grommet	gromet
groom	grq̇m
groove	grq̇v
groover	grq̇ver
grope	groʷp
gross	groʷs
grotesque	grótesk
grotto	grotó
grottoe	grotó
ground	grqʷnd
groundnut	grqʷndnut
groundwater	grqʷndʷåter
group	grq̇p
grouping	grq̇piŋ
groupy	grq̇pé
grout	grqʷt
grove	groʷv
grovel	grovel
grow	groʷ
grower	groʷer
growl	grqʷl
grownup	groʷnup
growth	groʷþ
grub	grub
grubby	grubé
grudge	gruj
grumble	grumbel
grumbling	grumbeliŋ
grump	grump
grunt	grunt
guanine	gwanén
guarantee	garanté
guarantor	garantor
guard	gard
guardian	gardian
guardsman	gardzman
guatemalan	gwatemalan
guerilla	gerila
guerrilla	gerila
guess	ges
guest	gest
guesthouse	gesthqʷs
guffaw	gufå
guide	giʸd
guidebook	giʸdbqk
guideline	giʸdliʸn
guild	gild
guilder	gilder
guillotine	gilotén
guilt	gilt
guinea	giné
guise	giʸz
guitar	gitar
guitarist	gitarist
gulf	gulf
gull	gul
gulley	gulé
gully	gulé
gulp	gulp
gum	gum
gumboot	gumbq̇t
gun	gun
gunboat	gunboʷt
gunman	gunman
gunner	guner
gunship	gunxip
gunshot	gunxot
guppy	gupé
gurgle	gurgel
gush	gux
gust	gust
gut	gut
gutter	guter
guy	giʸ
guyline	giʸliʸn
guzzle	guzel
gym	jim
gymnast	jimnast
gymnosperm	jimnosperm
gynaecologist	gínekolojist
gypsy	jipsé
gyrate	jírát
gyration	jírásion
haberdasher	haberdaxer
habit	habit
habitat	habitat
habitation	habitásion
habituate	habitúát
hack	hak
hacker	haker
hackle	hakel
haemophiliac	hémofiliak
haemorrhage	hemoraj
haemorrhoid	hemoroʸd
hag	hag
hagan	hágan
hagfish	hagfix
haggle	hagel
hail	haʸl
hailstone	haʸlstoʷn
hain	haʸn
hair	haʸr
haircut	haʸrkut
hairdresser	haʸrdreser
hairdryer	haʸrdriʸer
hairpin	haʸrpin
hairspray	haʸrspraʸ
hairstyle	haʸrstiʸl
hairy	haʸré
haitian	hásian
halberd	halberd
hale	haʸl
half	haf
halfling	hafliŋ
halfpenny	hafpené
halide	halíd
hall	hål
hallmark	hålmark
hallow	haló
hallucinate	halúsinát
hallucination	halúsinásion
hallucinogen	halúsinojen
hallway	hålʷaʸ
halo	háló
halon	hálon
halt	hålt
halve	hav
ham	ham
hamburger	hamburger
hamlet	hamlet
hammer	hamer
hammock	hamok
hamper	hamper
hamster	hamster
hamstring	hamstriŋ
hand	hand
handbag	handbag
handbill	handbil
handbook	handbqk
handcraft	handkraft
handcuff	handkuf
hander	hander
handful	handfql
handgun	handgun
handheld	handheld
handhold	handhoʷld
handicap	handékap
handicraft	handékraft
handkerchief	haŋkercef
handle	handel
handlebar	handelbar
handler	handeler
handmaiden	handmáden
handout	handqʷt
handpaint	handpaʸnt
handprint	handprint
handrail	handraʸl
handset	handset
handshake	handxaʸk
handsome	handsum
handstand	handstand
handy	handé
hang	haŋ
hangar	haŋar
hanger	haŋer
hanging	haŋiŋ
hangover	haŋóver
hank	haŋk
hanker	haŋker
hanky	haŋké
hann	han
hanoverian	hanóvérian
haplotype	haplótíp
happen	happen
happening	hapeniŋ
happy	hapé
harangue	haraŋ
harass	haras
harbinger	harbinjer
harbour	harbor
hard	hard
hardback	hardback
harden	harden
hardliner	hardliʸner
hardship	hardxip
hardwood	hardwqd
hardy	hardé
hare	haʸr
harem	hárem
hark	hark
harlot	harlot
harm	harm
harmonic	harmonik
harmonise	harmoníz
harmonize	harmoníz
harmony	harmoné
harness	harnes
harp	harp
harpoon	harpq̇n
harpsichord	harpsikord
harpy	harpé
harrier	harier
harrow	haró
harry	haré
harsh	harx
harvest	harvest
harvester	harvester
hash	harx
hashemite	haxemít
hassle	hasel
hast	hast
hasten	haʸsen
hat	hat
hatch	hac
hatchback	hacbak
hatchery	haceré
hatchling	hacliŋ
hate	haʸt
hatred	hátred
hatter	hater
haul	hål
haunch	hånc
haunt	hånt
haunting	håntiŋ
have	hav
haven	háven
haw	hå
hawaiian	haʷían
hawk	håk
hawker	håker
hawthorn	håþorn
haycock	haʸkok
haystack	haʸstak
hazard	hazard
haze	haʸz
hazel	házel
hazelnut	házelnut
hazy	haʸzé
he	heʸ
head	hed
headache	hedaʸk
headband	hedband
headboard	hendboʷrd
headbutt	hedbut
headdress	heddres
header	heder
headhunt	hedhunt
headhunter	hedhunter
heading	hediŋ
headlamp	hedlamp
headland	hedland
headlight	hedliʸt
headline	hedliʸn
headman	hedman
headmaster	hedmaster
headphone	hedfoʷn
headquarter	hedkworter
headrest	hedrest
headscarf	hedskarf
headset	hedset
headstock	hedstok
headstone	hedstoʷn
headteacher	hedteʸcer
headwater	hedwåter
headword	hedwurd
heal	heʸl
healer	heʸler
healing	heʸlin
healthy	helþé
heap	heʸp
hear	heʸr
hearer	heʸrer
hearing	heʸriŋ
hearse	hers
heart	hart
heartbeat	hartbeʸt
heartbreaker	hartbraʸker
hearten	harten
hearth	harþ
hearthware	harþʷaʸr
heartland	hartland
heartstring	hartstriŋ
hearty	harté
heat	heʸt
heater	heʸter
heath	heʸþ
heathen	héðen
heather	heðer
heave	heʸv
heaven	heven
heavy	hevé
heavyweight	hevéʷaʸt
hebrew	hébrú
heckle	hekel
heckler	hekeler
hectare	hektár
hedge	hej
hedgehog	hejhog
hedger	hejer
hedgerow	hejroʷ
hedonist	hédonist
heed	heʸd
heel	heʸl
heft	heft
hegelian	hégélian
heifer	hefer
height	hiʸt
heighten	hiʸten
heir	aʸr
heiress	aʸres
heirloom	aʸrlq̇m
helicopter	helikopter
hell	hel
helm	helm
helmet	helmet
helminth	helminþ
helot	helot
help	help
helper	helper
helping	helpiŋ
helpline	helpliʸn
hem	hem
hemisphere	hemisfér
hemline	hemliʸn
hen	hen
henchman	hencman
herald	herald
herb	herb
herbalist	herbalist
herbicide	herbisíd
herbivore	herbivór
herd	herd
herder	herder
herdsman	herdzman
heresy	heresé
heretic	heretik
herm	herm
hermit	hermit
hernia	hernia
hero	héró
heroic	heróik
heroine	heróin
heron	heron
herpes	herpéz
herring	heriŋ
hesitate	hezitát
hesitation	hezitásion
heterosexual	heteróseksúal
heterozygote	heterózígót
heuristic	húristik
hew	huʷ
hewer	huʷer
hexagon	heksagon
hibernate	híbernát
hiccough	hikup
hiccup	hikup
hide	hiʸd
hideaway	hiʸdawaʸ
hierarchy	hírarké
hieroglyph	híróglif
hieroglyphic	híróglifik
high	hiʸ
highland	hiʸland
highlander	hiʸlander
highlight	hiʸliʸt
highness	hiʸnes
highway	hiʸwaʸ
highwayman	hiʸwaʸman
hijack	híjak
hijacker	híjaker
hijacking	híjakiŋ
hijra	hijra
hike	hiʸk
hiker	hiʸker
hill	hil
hillock	hilok
hillside	hilsiʸd
hilltop	hiltop
hillwalk	hilwåk
hillwalker	hilwåker
hilt	hilt
hind	hiʸnd
hinder	hinder
hindquarter	hiʸndkworter
hindrance	hindrans
hindu	hindú
hinge	hinj
hinny	hiné
hint	hint
hinterland	hinterland
hip	hip
hippo	hipó
hippocrates	hipokratéz
hippy	hipé
hipster	hipster
hire	hiʸr
hirer	hiʸrer
hiring	hiʸriŋ
hispanic	hispanik
hiss	his
histogram	histogram
historian	historian
historicist	historisist
history	historé
histrionic	histrionik
hit	hit
hitch	hic
hitchhike	hichiʸk
hitman	hitman
hitter	hiter
hive	hiʸv
hoard	hoʷrd
hoarding	hoʷrdiŋ
hoax	hoʷks
hob	hob
hobbit	hobit
hobble	hobel
hobby	hobé
hobbyist	hobéist
hobgoblin	hobgoblin
hobnob	hobnob
hock	hok
hoe	hoʷ
hog	hog
hoist	hoʸst
hold	hoʷld
holder	hoʷlder
holding	hoʷldiŋ
hole	hoʷl
holiday	holidaʸ
holidaymaker	holidaʸmaʸker
